# id;truck;length;width;weight;
42159;35;1;1;1;
42160;160;6;3;1;
42161;95;7;5;1;
42162;42;2;2;260;
42163;120;1;1;1;
42164;51;10;10;1;
42165;56;2;1;1;
42166;22;9;7;1;
42167;168;2;1;1;
42168;57;2;1;1;
42169;91;11;6;1;
42170;6;10;8;1;
42171;127;2;2;1;
42172;33;3;2;1;
42173;109;6;5;1;
42174;200;1;1;1;
42175;152;2;1;1;
42176;28;2;2;1;
42177;191;11;8;1;
42178;180;10;7;1;
42179;4;8;2;1;
42180;12;1;1;1;
42181;64;9;3;1;
42182;141;3;1;1;
42183;92;3;1;1;
42184;193;9;1;1;
42185;153;8;1;1;
42186;80;3;2;1;
42187;99;1;1;1;
42188;143;10;10;1;
42189;159;3;2;1;
42190;150;5;3;1;
42191;176;3;2;1;
42192;121;3;1;1;
42193;83;2;1;1;
42194;121;6;1;1;
42195;86;3;1;1;
42196;197;3;2;1;
42197;141;11;8;1;
42198;14;6;1;1;
42199;41;1;1;1;
42200;158;7;2;1;
42201;38;10;8;1;
42202;180;1;1;1;
42203;4;2;1;1;
42204;73;1;1;1;
42205;28;10;1;1;
42206;24;10;10;1;
42207;132;3;2;1;
42208;17;11;8;1;
42209;188;8;7;1;
42210;31;7;3;1;
42211;196;3;3;1;
42212;124;3;1;1;
42213;43;2;1;1;
42214;129;10;7;1;
42215;68;1;1;1;
42216;121;11;4;1;
42217;153;8;1;1;
42218;192;3;2;1;
42219;41;2;1;1;
42220;84;4;4;1;
42221;58;2;1;1;
42222;8;8;4;1;
42223;166;3;1;1;
42224;188;3;2;1;
42225;10;1;1;1;
42226;197;1;1;1;
42227;66;11;1;1;
42228;139;3;2;1;
42229;190;8;4;1;
42230;61;9;9;1;
42231;24;8;2;1;
42232;158;9;5;1;
42233;51;3;1;1;
42234;51;10;6;1;
42235;37;9;4;1;
42236;73;10;10;1;
42237;19;10;10;1;
42238;88;1;1;1;
42239;198;3;1;1;
42240;125;10;9;48;
42241;21;1;1;1;
42242;127;7;2;1;
42243;66;2;1;1;
42244;179;9;8;1;
42245;149;3;1;1;
42246;156;8;6;1;
42247;64;2;1;209;
42248;117;2;1;1;
42249;87;2;2;1;
42250;163;7;2;1;
42251;25;3;2;1;
42252;118;1;1;1;
42253;77;3;3;1;
42254;173;7;6;1;
42255;86;7;6;1;
42256;197;2;1;1;
42257;24;2;2;1;
42258;12;3;1;1;
42259;104;6;6;1;
42260;148;7;5;1;
42261;126;2;1;1;
42262;116;9;6;1;
42263;54;3;1;1;
42264;35;3;2;307;
42265;186;9;9;1;
42266;121;1;1;1;
42267;162;2;2;1;
42268;125;1;1;1;
42269;4;3;3;1;
42270;118;2;2;1;
42271;123;10;8;1;
42272;45;2;1;1;
42273;46;2;2;237;
42274;198;1;1;1;
42275;100;6;3;1;
42276;78;2;1;1;
42277;46;2;1;1;
42278;129;1;1;1;
42279;62;3;1;1;
42280;193;1;1;94;
42281;112;1;1;1;
42282;81;4;1;1;
42283;140;7;7;1;
42284;126;1;1;1;
42285;12;10;8;1;
42286;43;2;2;1;
42287;2;3;1;1;
42288;95;3;1;1;
42289;57;3;3;1;
42290;33;3;1;1;
42291;78;1;1;1;
42292;126;2;1;1;
42293;34;1;1;1;
42294;101;4;1;1;
42295;132;7;6;1;
42296;4;3;2;1;
42297;52;10;10;1;
42298;10;6;2;1;
42299;138;3;1;1;
42300;41;1;1;1;
42301;78;9;8;1;
42302;83;2;1;186;
42303;49;10;7;173;
42304;54;1;1;1;
42305;70;10;4;1;
42306;52;1;1;1;
42307;122;2;1;1;
42308;145;2;1;1;
42309;93;3;3;318;
42310;55;2;2;1;
42311;8;3;2;1;
42312;1;1;1;1;
42313;45;3;1;1;
42314;122;11;8;1;
42315;156;8;7;1;
42316;90;3;1;1;
42317;183;6;1;1;
42318;99;3;2;1;
42319;22;2;1;1;
42320;148;3;2;1;
42321;6;3;3;1;
42322;109;7;1;1;
42323;171;2;1;1;
42324;138;1;1;1;
42325;155;3;3;1;
42326;169;3;1;1;
42327;162;8;3;1;
42328;66;1;1;1;
42329;14;2;1;1;
42330;111;3;1;1;
42331;72;8;4;1;
42332;198;3;3;1;
42333;155;3;2;1;
42334;172;3;2;1;
42335;64;1;1;1;
42336;181;2;1;1;
42337;109;3;1;1;
42338;165;3;2;213;
42339;191;1;1;1;
42340;81;3;1;1;
42341;19;1;1;1;
42342;76;6;6;1;
42343;24;3;2;1;
42344;110;3;1;1;
42345;118;3;1;1;
42346;64;8;2;1;
42347;184;10;3;220;
42348;53;4;2;1;
42349;48;2;1;1;
42350;34;9;7;1;
42351;134;3;1;1;
42352;198;2;1;1;
42353;162;1;1;1;
42354;171;4;2;1;
42355;138;3;1;1;
42356;37;8;2;1;
42357;97;3;1;1;
42358;194;3;2;1;
42359;83;9;1;1;
42360;66;9;7;1;
42361;193;1;1;1;
42362;192;3;1;1;
42363;99;3;1;1;
42364;130;2;2;1;
42365;70;10;8;257;
42366;32;9;5;1;
42367;37;10;2;1;
42368;29;1;1;1;
42369;116;11;8;1;
42370;28;1;1;1;
42371;40;1;1;1;
42372;170;4;3;1;
42373;83;2;1;1;
42374;76;2;1;1;
42375;134;1;1;1;
42376;190;3;1;1;
42377;8;3;2;1;
42378;116;2;2;1;
42379;102;3;2;1;
42380;55;1;1;1;
42381;185;2;2;1;
42382;184;3;2;1;
42383;148;2;1;1;
42384;131;3;1;1;
42385;155;2;1;1;
42386;197;3;1;1;
42387;149;1;1;1;
42388;102;9;8;1;
42389;195;6;3;1;
42390;167;3;3;1;
42391;181;1;1;1;
42392;91;3;2;1;
42393;36;9;3;1;
42394;33;9;2;1;
42395;52;1;1;1;
42396;67;9;2;1;
42397;55;7;4;1;
42398;9;3;2;1;
42399;80;3;3;1;
42400;137;3;1;1;
42401;163;3;2;1;
42402;165;8;3;1;
42403;36;1;1;1;
42404;57;11;8;1;
42405;92;3;3;1;
42406;62;3;2;1;
42407;18;1;1;1;
42408;116;8;6;1;
42409;148;3;3;1;
42410;166;9;3;1;
42411;127;1;1;1;
42412;157;1;1;1;
42413;96;2;1;1;
42414;30;9;6;1;
42415;15;2;2;1;
42416;192;2;2;1;
42417;170;3;1;1;
42418;152;6;2;1;
42419;116;10;1;1;
42420;50;1;1;1;
42421;127;3;2;1;
42422;103;1;1;1;
42423;28;3;2;1;
42424;60;5;3;1;
42425;84;7;5;1;
42426;130;2;1;1;
42427;12;3;2;1;
42428;130;1;1;1;
42429;12;1;1;1;
42430;113;3;2;1;
42431;83;1;1;1;
42432;144;1;1;1;
42433;190;8;8;1;
42434;60;8;4;1;
42435;95;9;1;1;
42436;186;10;3;1;
42437;83;2;1;1;
42438;137;3;1;1;
42439;109;2;2;217;
42440;131;3;3;1;
42441;140;10;10;1;
42442;176;3;2;1;
42443;152;3;2;103;
42444;186;3;1;1;
42445;32;1;1;1;
42446;133;2;2;1;
42447;160;4;4;1;
42448;181;2;2;1;
42449;186;9;2;161;
42450;193;8;4;1;
42451;60;2;1;1;
42452;23;4;2;1;
42453;103;8;6;182;
42454;162;1;1;1;
42455;165;1;1;1;
42456;48;3;3;1;
42457;177;9;4;1;
42458;152;10;8;1;
42459;127;3;2;1;
42460;16;10;8;1;
42461;163;3;2;1;
42462;41;3;2;1;
42463;110;9;1;1;
42464;145;1;1;1;
42465;197;7;2;1;
42466;10;1;1;1;
42467;12;3;3;1;
42468;50;1;1;1;
42469;106;11;2;1;
42470;3;3;2;1;
42471;171;5;2;1;
42472;174;3;1;18;
42473;52;9;2;1;
42474;147;1;1;1;
42475;197;6;1;1;
42476;134;3;2;1;
42477;21;7;7;1;
42478;13;7;1;1;
42479;5;5;5;1;
42480;72;1;1;284;
42481;3;7;5;1;
42482;15;3;1;1;
42483;45;3;1;1;
42484;105;1;1;1;
42485;117;3;2;1;
42486;107;8;6;1;
42487;47;3;3;1;
42488;87;3;3;1;
42489;191;10;1;1;
42490;93;3;2;1;
42491;54;2;1;1;
42492;83;3;1;1;
42493;148;9;2;1;
42494;87;3;2;1;
42495;20;8;4;1;
42496;120;1;1;1;
42497;140;3;2;1;
42498;186;3;3;1;
42499;164;11;1;1;
42500;56;3;1;1;
42501;60;2;1;1;
42502;179;1;1;1;
42503;166;1;1;1;
42504;68;5;3;1;
42505;171;3;2;1;
42506;22;1;1;1;
42507;149;7;6;1;
42508;196;3;2;1;
42509;46;3;1;1;
42510;18;4;2;1;
42511;159;2;1;1;
42512;12;1;1;1;
42513;109;3;1;1;
42514;103;1;1;1;
42515;121;8;7;1;
42516;152;3;2;1;
42517;198;1;1;1;
42518;178;7;3;1;
42519;50;3;2;1;
42520;116;8;4;51;
42521;60;3;2;1;
42522;146;3;1;1;
42523;47;1;1;1;
42524;171;8;2;1;
42525;133;8;3;1;
42526;168;3;2;1;
42527;111;10;3;1;
42528;125;1;1;1;
42529;195;10;6;1;
42530;39;8;4;1;
42531;189;11;6;1;
42532;122;1;1;1;
42533;189;7;4;1;
42534;88;3;2;1;
42535;36;3;1;1;
42536;160;10;9;1;
42537;114;2;2;1;
42538;45;2;1;1;
42539;195;10;8;1;
42540;97;1;1;1;
42541;174;3;1;1;
42542;9;2;1;1;
42543;85;9;6;1;
42544;119;1;1;1;
42545;60;3;3;1;
42546;105;9;3;1;
42547;128;5;1;1;
42548;131;10;2;1;
42549;41;3;1;1;
42550;194;10;3;1;
42551;145;2;1;1;
42552;13;8;1;1;
42553;143;1;1;187;
42554;85;1;1;1;
42555;55;2;2;1;
42556;142;3;2;1;
42557;95;1;1;1;
42558;134;7;4;1;
42559;139;1;1;1;
42560;141;2;1;1;
42561;132;3;1;1;
42562;101;8;5;1;
42563;136;1;1;1;
42564;78;9;6;1;
42565;36;1;1;1;
42566;95;10;8;1;
42567;109;5;2;1;
42568;56;8;8;1;
42569;50;9;3;1;
42570;106;2;1;1;
42571;42;3;1;1;
42572;187;11;3;1;
42573;15;2;1;1;
42574;28;1;1;1;
42575;15;8;3;83;
42576;116;3;2;1;
42577;137;5;5;1;
42578;25;3;1;1;
42579;44;3;1;1;
42580;122;1;1;1;
42581;99;3;2;1;
42582;103;5;5;1;
42583;152;3;1;1;
42584;66;6;1;1;
42585;170;3;1;1;
42586;189;2;1;1;
42587;107;5;1;1;
42588;186;5;5;1;
42589;86;2;1;1;
42590;14;8;1;154;
42591;26;1;1;1;
42592;152;2;1;1;
42593;150;3;2;1;
42594;2;9;9;1;
42595;54;8;8;1;
42596;183;2;1;1;
42597;20;2;1;1;
42598;115;8;6;289;
42599;39;11;2;1;
42600;116;10;10;1;
42601;55;2;1;1;
42602;72;1;1;1;
42603;93;1;1;1;
42604;113;3;2;1;
42605;61;2;1;1;
42606;184;7;6;1;
42607;122;2;1;1;
42608;31;9;1;1;
42609;84;9;6;1;
42610;37;2;1;1;
42611;104;9;6;1;
42612;186;11;8;1;
42613;78;10;10;1;
42614;197;3;3;1;
42615;154;3;3;1;
42616;101;1;1;1;
42617;177;2;2;1;
42618;90;2;2;1;
42619;194;3;2;1;
42620;118;3;2;1;
42621;154;1;1;347;
42622;51;3;1;1;
42623;141;1;1;1;
42624;56;3;2;1;
42625;101;3;1;1;
42626;50;3;2;1;
42627;147;8;2;1;
42628;67;2;1;1;
42629;174;1;1;1;
42630;34;11;7;1;
42631;105;1;1;1;
42632;44;11;7;1;
42633;47;1;1;1;
42634;28;10;10;1;
42635;18;1;1;1;
42636;131;3;3;1;
42637;89;2;1;1;
42638;107;11;4;1;
42639;20;2;1;1;
42640;47;3;2;73;
42641;63;2;2;1;
42642;178;1;1;1;
42643;72;3;3;1;
42644;62;8;4;1;
42645;118;3;1;1;
42646;31;1;1;1;
42647;171;9;7;1;
42648;190;2;1;1;
42649;53;3;1;1;
42650;81;8;2;1;
42651;47;9;3;1;
42652;53;1;1;1;
42653;83;9;7;1;
42654;67;9;1;1;
42655;118;3;3;1;
42656;181;7;4;1;
42657;1;2;1;1;
42658;55;1;1;280;
42659;145;1;1;1;
42660;60;2;1;1;
42661;8;4;1;1;
42662;89;2;1;1;
42663;156;1;1;1;
42664;57;10;10;1;
42665;18;6;4;1;
42666;73;9;4;1;
42667;81;2;2;1;
42668;2;3;2;1;
42669;92;6;5;1;
42670;184;10;8;1;
42671;137;3;2;1;
42672;44;2;2;1;
42673;66;2;1;1;
42674;42;1;1;1;
42675;160;3;2;1;
42676;152;2;2;1;
42677;147;11;8;1;
42678;191;4;1;1;
42679;39;11;8;1;
42680;191;1;1;1;
42681;47;4;1;1;
42682;111;3;2;1;
42683;111;3;2;1;
42684;183;4;1;1;
42685;76;3;1;1;
42686;76;2;1;1;
42687;75;1;1;1;
42688;65;10;10;1;
42689;105;2;1;1;
42690;30;7;5;1;
42691;145;3;1;1;
42692;117;3;1;1;
42693;109;3;1;159;
42694;5;10;7;1;
42695;101;2;1;1;
42696;104;2;1;1;
42697;140;10;8;1;
42698;188;6;2;1;
42699;51;1;1;1;
42700;114;6;5;1;
42701;136;11;8;1;
42702;106;1;1;1;
42703;24;2;2;1;
42704;113;2;1;1;
42705;120;5;3;1;
42706;198;10;10;1;
42707;28;11;4;1;
42708;99;10;8;1;
42709;186;3;1;1;
42710;54;3;1;1;
42711;23;1;1;1;
42712;101;2;2;1;
42713;185;3;2;1;
42714;141;6;4;1;
42715;41;2;2;1;
42716;67;10;1;1;
42717;154;10;3;1;
42718;168;3;1;1;
42719;33;3;2;1;
42720;132;4;2;1;
42721;125;1;1;1;
42722;172;5;4;1;
42723;134;2;2;264;
42724;77;3;2;1;
42725;127;2;2;1;
42726;160;2;1;1;
42727;109;7;4;1;
42728;6;3;2;1;
42729;15;10;9;1;
42730;28;4;4;1;
42731;126;6;4;1;
42732;13;9;1;1;
42733;20;3;1;1;
42734;156;5;3;1;
42735;78;8;7;1;
42736;58;10;10;1;
42737;17;10;10;1;
42738;28;1;1;1;
42739;158;3;2;1;
42740;69;10;2;1;
42741;179;1;1;1;
42742;50;7;7;1;
42743;2;3;2;1;
42744;172;7;1;1;
42745;29;2;1;1;
42746;138;7;3;1;
42747;193;1;1;1;
42748;155;7;4;123;
42749;1;2;1;1;
42750;154;5;1;1;
42751;183;3;1;1;
42752;196;3;1;1;
42753;99;3;1;1;
42754;38;11;3;1;
42755;200;7;4;1;
42756;184;2;1;1;
42757;147;3;1;1;
42758;62;2;1;1;
42759;5;11;4;1;
42760;35;5;4;1;
42761;102;2;1;1;
42762;126;7;1;1;
42763;130;2;2;1;
42764;134;3;2;1;
42765;133;8;1;1;
42766;23;3;2;1;
42767;192;3;2;1;
42768;134;1;1;1;
42769;73;2;2;1;
42770;57;3;1;1;
42771;138;10;8;1;
42772;72;2;2;1;
42773;9;3;1;1;
42774;192;1;1;1;
42775;175;5;2;1;
42776;13;1;1;1;
42777;80;2;1;1;
42778;39;1;1;1;
42779;67;2;1;1;
42780;30;1;1;1;
42781;184;1;1;1;
42782;76;9;7;1;
42783;63;4;2;1;
42784;179;3;1;1;
42785;141;11;8;1;
42786;197;2;1;1;
42787;197;2;1;1;
42788;193;3;2;1;
42789;98;2;1;1;
42790;140;9;8;1;
42791;51;1;1;1;
42792;133;3;2;1;
42793;30;1;1;1;
42794;17;1;1;1;
42795;95;11;3;1;
42796;98;2;1;1;
42797;193;10;10;1;
42798;171;9;1;1;
42799;83;3;3;1;
42800;83;1;1;1;
42801;10;6;6;1;
42802;180;2;1;1;
42803;69;8;4;1;
42804;139;2;1;28;
42805;76;5;3;1;
42806;72;3;2;1;
42807;112;3;1;1;
42808;60;2;1;1;
42809;180;2;1;183;
42810;191;3;1;1;
42811;168;8;8;1;
42812;62;1;1;1;
42813;74;3;2;1;
42814;189;11;8;1;
42815;47;6;4;1;
42816;190;2;1;1;
42817;53;6;4;1;
42818;141;1;1;1;
42819;193;3;1;1;
42820;92;2;2;1;
42821;50;2;1;1;
42822;20;5;2;1;
42823;175;3;2;1;
42824;120;1;1;1;
42825;142;3;2;274;
42826;39;2;1;1;
42827;103;6;2;1;
42828;196;1;1;1;
42829;131;2;1;1;
42830;35;3;1;1;
42831;31;8;7;1;
42832;20;1;1;1;
42833;172;1;1;1;
42834;42;2;1;1;
42835;192;2;2;1;
42836;109;2;2;1;
42837;2;2;2;1;
42838;67;6;5;1;
42839;83;1;1;1;
42840;83;3;1;1;
42841;37;2;2;1;
42842;107;6;3;1;
42843;67;3;1;1;
42844;49;3;2;1;
42845;93;3;1;1;
42846;40;11;7;1;
42847;85;8;4;1;
42848;2;11;5;391;
42849;122;3;1;1;
42850;57;11;5;1;
42851;28;2;1;1;
42852;17;11;4;1;
42853;23;1;1;1;
42854;32;4;3;1;
42855;152;2;1;1;
42856;175;10;7;1;
42857;137;1;1;1;
42858;3;3;1;1;
42859;152;9;8;1;
42860;66;8;3;1;
42861;34;1;1;1;
42862;53;2;1;1;
42863;84;2;1;1;
42864;77;3;1;1;
42865;139;11;8;1;
42866;51;2;1;1;
42867;32;4;1;1;
42868;194;1;1;1;
42869;189;10;8;1;
42870;150;1;1;1;
42871;42;3;1;1;
42872;20;11;3;1;
42873;12;2;2;1;
42874;26;2;1;1;
42875;130;3;2;1;
42876;19;2;2;1;
42877;124;3;1;1;
42878;99;1;1;1;
42879;44;3;1;1;
42880;98;1;1;1;
42881;61;3;2;1;
42882;24;2;1;1;
42883;125;2;1;1;
42884;32;3;3;1;
42885;141;1;1;1;
42886;158;3;2;1;
42887;141;2;1;1;
42888;19;10;1;1;
42889;28;9;1;1;
42890;77;2;2;1;
42891;96;1;1;1;
42892;193;2;1;275;
42893;69;4;3;1;
42894;190;5;2;1;
42895;9;3;2;1;
42896;133;7;5;1;
42897;45;9;1;1;
42898;39;2;1;1;
42899;189;3;2;251;
42900;177;2;2;1;
42901;86;2;2;1;
42902;193;9;7;1;
42903;139;1;1;1;
42904;104;11;8;1;
42905;6;3;1;1;
42906;183;8;7;1;
42907;57;3;2;1;
42908;73;9;5;1;
42909;69;3;1;1;
42910;98;9;2;1;
42911;48;1;1;1;
42912;66;2;2;1;
42913;47;3;2;1;
42914;165;5;2;1;
42915;169;3;1;1;
42916;192;3;1;1;
42917;93;1;1;1;
42918;105;3;3;1;
42919;97;9;2;1;
42920;97;2;1;1;
42921;198;3;2;1;
42922;176;1;1;1;
42923;62;1;1;1;
42924;97;7;3;1;
42925;116;5;2;1;
42926;28;3;2;1;
42927;90;3;1;1;
42928;61;1;1;1;
42929;94;3;1;1;
42930;166;3;1;1;
42931;96;1;1;135;
42932;104;3;2;1;
42933;115;4;2;1;
42934;51;9;3;1;
42935;48;4;1;1;
42936;50;8;2;1;
42937;7;1;1;1;
42938;162;3;1;1;
42939;191;3;2;1;
42940;143;3;1;1;
42941;127;10;10;1;
42942;111;3;1;1;
42943;167;2;1;1;
42944;103;3;1;1;
42945;21;1;1;1;
42946;189;2;2;1;
42947;183;5;1;1;
42948;47;3;3;1;
42949;118;4;1;1;
42950;73;10;9;1;
42951;129;2;1;1;
42952;185;6;4;1;
42953;164;2;1;1;
42954;4;1;1;1;
42955;23;3;1;1;
42956;20;2;2;1;
42957;52;7;3;1;
42958;141;11;8;1;
42959;165;1;1;1;
42960;146;11;8;1;
42961;168;3;3;1;
42962;162;1;1;1;
42963;181;5;4;1;
42964;50;1;1;1;
42965;29;9;7;1;
42966;56;1;1;1;
42967;84;8;2;1;
42968;153;3;1;1;
42969;178;3;3;1;
42970;30;3;2;1;
42971;112;8;2;1;
42972;136;3;1;1;
42973;135;1;1;1;
42974;60;1;1;1;
42975;9;8;7;1;
42976;100;3;2;1;
42977;167;6;5;1;
42978;89;10;4;1;
42979;2;3;3;1;
42980;22;2;1;1;
42981;164;3;2;1;
42982;113;3;3;1;
42983;14;3;3;1;
42984;91;2;1;1;
42985;190;3;1;147;
42986;44;9;7;1;
42987;43;2;2;1;
42988;169;2;1;1;
42989;61;9;1;1;
42990;32;3;1;185;
42991;79;2;1;1;
42992;80;1;1;1;
42993;79;6;5;1;
42994;4;3;1;352;
42995;130;8;3;1;
42996;70;2;2;1;
42997;2;3;2;1;
42998;61;3;3;1;
42999;193;3;1;1;
43000;17;3;1;1;
43001;101;2;1;1;
43002;98;1;1;1;
43003;119;1;1;1;
43004;143;7;2;1;
43005;35;3;1;1;
43006;197;3;2;361;
43007;80;10;6;1;
43008;79;2;1;1;
43009;138;1;1;1;
43010;134;8;4;1;
43011;175;2;2;1;
43012;188;1;1;1;
43013;129;2;1;1;
43014;106;1;1;1;
43015;30;8;1;1;
43016;154;10;9;1;
43017;12;1;1;1;
43018;123;2;2;1;
43019;100;8;7;1071;
43020;168;9;2;1;
43021;147;2;2;1;
43022;152;2;2;1;
43023;50;3;1;128;
43024;180;7;3;44;
43025;47;9;5;1;
43026;83;2;1;1;
43027;60;5;2;1;
43028;58;3;1;1;
43029;157;6;1;263;
43030;83;7;2;1;
43031;152;9;8;1;
43032;61;1;1;1;
43033;95;4;1;1;
43034;32;2;2;1;
43035;68;3;3;1;
43036;101;7;3;1;
43037;199;3;1;1;
43038;23;3;1;1;
43039;177;10;8;1;
43040;134;3;2;1;
43041;141;2;2;112;
43042;113;2;1;1;
43043;51;6;3;1;
43044;20;3;3;1;
43045;54;2;2;1;
43046;191;11;3;1;
43047;139;9;2;1;
43048;94;8;4;1;
43049;12;1;1;1;
43050;35;8;5;47;
43051;157;2;1;382;
43052;183;6;5;1;
43053;6;1;1;1;
43054;37;2;1;1;
43055;36;2;1;1;
43056;17;2;2;1;
43057;34;1;1;1;
43058;80;10;3;1;
43059;152;3;2;1;
43060;190;3;2;1;
43061;28;2;2;1;
43062;94;5;2;1;
43063;190;1;1;1;
43064;156;7;4;323;
43065;53;1;1;1;
43066;165;11;8;1;
43067;178;4;4;1;
43068;55;11;5;6;
43069;132;8;4;1;
43070;42;3;2;1;
43071;46;3;1;1;
43072;19;8;2;1;
43073;12;2;2;1;
43074;153;3;2;1;
43075;30;5;5;1;
43076;191;3;2;1;
43077;23;7;3;1;
43078;126;3;2;1;
43079;62;2;1;1;
43080;47;1;1;1;
43081;104;3;2;1;
43082;157;7;3;1;
43083;129;3;1;1;
43084;109;3;1;1;
43085;158;3;3;1;
43086;69;3;2;1;
43087;72;9;4;1;
43088;69;7;7;1;
43089;22;3;1;1;
43090;56;2;2;1;
43091;125;3;2;1;
43092;34;10;8;1;
43093;131;3;1;1;
43094;26;6;4;1;
43095;31;4;4;1;
43096;41;2;2;1;
43097;131;3;1;1;
43098;50;8;6;1;
43099;186;7;6;1;
43100;187;10;10;1;
43101;54;3;3;1;
43102;167;1;1;1;
43103;125;1;1;1;
43104;13;3;1;1;
43105;139;3;2;1;
43106;54;4;3;1;
43107;156;3;1;1;
43108;18;9;7;1;
43109;97;11;8;1;
43110;193;3;1;1;
43111;13;4;1;1;
43112;74;7;5;1;
43113;193;10;10;1;
43114;188;2;1;1;
43115;140;3;3;1;
43116;63;1;1;1;
43117;160;3;1;1;
43118;31;2;1;1;
43119;63;3;2;1;
43120;118;1;1;1;
43121;133;1;1;1;
43122;19;2;2;1;
43123;78;3;1;1;
43124;143;1;1;1;
43125;85;3;3;1;
43126;146;1;1;1;
43127;192;6;6;1;
43128;30;2;2;1;
43129;65;3;3;1;
43130;1;8;3;1;
43131;157;1;1;1;
43132;76;8;7;1;
43133;76;1;1;1;
43134;21;10;10;1;
43135;34;1;1;1;
43136;131;2;2;1;
43137;13;2;2;1;
43138;93;11;7;1;
43139;62;3;1;1;
43140;57;3;3;1;
43141;120;3;2;1;
43142;134;1;1;1;
43143;135;2;2;1;
43144;99;5;4;1;
43145;183;2;1;1;
43146;186;3;3;1;
43147;118;3;1;1;
43148;199;2;1;1;
43149;55;3;2;1;
43150;44;8;5;1;
43151;127;11;7;1;
43152;138;2;1;1;
43153;61;7;5;1;
43154;20;10;8;1;
43155;65;6;4;1;
43156;97;10;1;1;
43157;190;3;1;1;
43158;153;2;1;304;
43159;131;1;1;1;
43160;36;11;8;1;
43161;200;9;7;1;
43162;99;1;1;315;
43163;144;1;1;1;
43164;7;10;10;1;
43165;106;10;4;1;
43166;77;7;1;1;
43167;129;1;1;1;
43168;9;3;1;1;
43169;119;9;3;1;
43170;28;10;8;1;
43171;78;3;3;1;
43172;144;1;1;1;
43173;173;4;1;1;
43174;15;1;1;1;
43175;150;2;1;1;
43176;166;3;3;1;
43177;75;10;8;1;
43178;153;6;5;1;
43179;10;1;1;1;
43180;83;1;1;1;
43181;62;10;9;1;
43182;149;3;3;1;
43183;150;2;1;1;
43184;2;10;1;1;
43185;33;11;4;1;
43186;158;3;1;1;
43187;103;1;1;1;
43188;165;10;10;1;
43189;35;3;2;1;
43190;35;3;1;1;
43191;49;3;3;1;
43192;183;2;2;1;
43193;179;2;1;1;
43194;173;5;5;1;
43195;134;2;1;1;
43196;92;3;1;1;
43197;123;11;8;1;
43198;164;6;4;1;
43199;128;1;1;1;
43200;67;7;7;1;
43201;73;10;8;1;
43202;79;1;1;1;
43203;25;2;1;1;
43204;33;3;1;1;
43205;150;4;1;1;
43206;51;10;10;1;
43207;121;8;5;1;
43208;196;11;8;1;
43209;30;6;4;1;
43210;100;6;2;1;
43211;37;3;2;1;
43212;127;2;2;1;
43213;70;1;1;1;
43214;152;10;5;1;
43215;48;2;1;1;
43216;125;11;3;1;
43217;134;10;5;1;
43218;12;2;2;1;
43219;188;2;2;1;
43220;199;8;3;1;
43221;144;1;1;1;
43222;170;4;3;1;
43223;139;3;1;1;
43224;49;3;3;1;
43225;200;3;1;1;
43226;21;1;1;1;
43227;153;10;9;1;
43228;197;2;2;1;
43229;31;9;8;1;
43230;143;11;6;1;
43231;64;9;8;1;
43232;198;8;2;1;
43233;136;2;1;1;
43234;10;6;1;1;
43235;43;9;7;1;
43236;64;10;10;1;
43237;197;10;10;1;
43238;156;1;1;1;
43239;35;2;1;1;
43240;42;5;5;72;
43241;95;1;1;1;
43242;117;5;4;1;
43243;40;2;1;1;
43244;26;1;1;1;
43245;127;3;2;1;
43246;44;8;8;1;
43247;12;3;1;21;
43248;55;6;1;1;
43249;190;2;2;1;
43250;127;7;5;1;
43251;49;3;2;1;
43252;110;2;2;1;
43253;43;3;2;1;
43254;29;2;1;1;
43255;65;7;2;1;
43256;135;3;3;1;
43257;148;3;2;1;
43258;107;3;2;1;
43259;160;8;2;1;
43260;41;9;8;1;
43261;41;3;1;1;
43262;113;9;8;1;
43263;165;3;2;1;
43264;57;2;1;285;
43265;54;3;1;1;
43266;173;3;3;1;
43267;119;1;1;1;
43268;22;1;1;1;
43269;128;3;1;1;
43270;186;3;1;1;
43271;159;11;8;1;
43272;158;2;1;1;
43273;98;2;2;171;
43274;58;1;1;1;
43275;150;5;1;1;
43276;87;2;2;1;
43277;119;3;2;1;
43278;185;1;1;1;
43279;103;3;1;1;
43280;154;3;2;62;
43281;28;1;1;1;
43282;26;9;8;1;
43283;173;8;4;1;
43284;156;1;1;1;
43285;67;11;8;1;
43286;145;10;8;1;
43287;117;2;2;1;
43288;106;3;2;1;
43289;25;3;2;1;
43290;43;8;5;1;
43291;189;1;1;1;
43292;184;3;2;1;
43293;88;1;1;1;
43294;12;9;3;1;
43295;88;6;3;1;
43296;117;3;1;1;
43297;164;10;10;1;
43298;101;7;7;1;
43299;139;3;2;1;
43300;30;1;1;1;
43301;94;9;2;1;
43302;192;3;1;127;
43303;178;4;1;308;
43304;62;3;1;1;
43305;61;11;4;1;
43306;79;3;1;1;
43307;22;1;1;1;
43308;83;3;2;1;
43309;159;2;2;4;
43310;187;3;2;1;
43311;83;4;1;1;
43312;46;1;1;1;
43313;188;1;1;1;
43314;90;10;8;1;
43315;146;9;4;1;
43316;190;3;1;1;
43317;148;2;1;1;
43318;190;2;1;1;
43319;75;3;2;1;
43320;73;3;1;1;
43321;46;2;1;1;
43322;70;8;8;1;
43323;63;3;3;1;
